series,cum_share_entities,cum_share_mentions
mentions_full_cohort,0.5826771653543307,0.002308862885029123
mentions_full_cohort,0.5905511811023622,0.0028336044498084695
mentions_full_cohort,0.5984251968503937,0.0034108201710657503
mentions_full_cohort,0.6062992125984252,0.004040510048800966
mentions_full_cohort,0.6141732283464567,0.004722674083014115
mentions_full_cohort,0.6220472440944882,0.005457312273705201
mentions_full_cohort,0.6299212598425197,0.006244424620874219
mentions_full_cohort,0.6377952755905512,0.007084011124521173
mentions_full_cohort,0.6456692913385826,0.008343390879991605
mentions_full_cohort,0.6535433070866141,0.009602770635462035
mentions_full_cohort,0.6614173228346457,0.01101957286036627
mentions_full_cohort,0.6692913385826772,0.012593797554704309
mentions_full_cohort,0.6771653543307087,0.014377918874954085
mentions_full_cohort,0.6850393700787402,0.016266988508159733
mentions_full_cohort,0.6929133858267716,0.018943170488534396
mentions_full_cohort,0.7007874015748031,0.021724300781864932
mentions_full_cohort,0.7086614173228346,0.02524006926588655
mentions_full_cohort,0.7165354330708661,0.029018208532297845
mentions_full_cohort,0.7244094488188977,0.03321614105053261
mentions_full_cohort,0.7322834645669292,0.03746654772524532
mentions_full_cohort,0.7401574803149606,0.04187437686939183
mentions_full_cohort,0.7480314960629921,0.04675447342183974
mentions_full_cohort,0.7559055118110236,0.05163456997428766
mentions_full_cohort,0.7637795275590551,0.056619614839691454
mentions_full_cohort,0.7716535433070866,0.06207692711339665
mentions_full_cohort,0.7795275590551181,0.06842630004722675
mentions_full_cohort,0.7874015748031497,0.07482814713753476
mentions_full_cohort,0.7952755905511811,0.08122999422784279
mentions_full_cohort,0.8031496062992126,0.08841895366531984
mentions_full_cohort,0.8110236220472441,0.09571286141575275
mentions_full_cohort,0.8188976377952756,0.10479089048643543
mentions_full_cohort,0.8267716535433071,0.11455108359133127
mentions_full_cohort,0.8346456692913385,0.12436375085270504
mentions_full_cohort,0.84251968503937,0.13669517762501968
mentions_full_cohort,0.8503937007874016,0.14949887180563573
mentions_full_cohort,0.8582677165354331,0.16240751429920763
mentions_full_cohort,0.8661417322834646,0.17557852757516923
mentions_full_cohort,0.8740157480314961,0.18927428241591016
mentions_full_cohort,0.8818897637795275,0.2032848821955187
mentions_full_cohort,0.889763779527559,0.2191845516083329
mentions_full_cohort,0.8976377952755905,0.2360287558377499
mentions_full_cohort,0.905511811023622,0.2531353308495566
mentions_full_cohort,0.9133858267716536,0.271238914834444
mentions_full_cohort,0.9212598425196851,0.29033950779241224
mentions_full_cohort,0.9291338582677166,0.31222123104371097
mentions_full_cohort,0.937007874015748,0.3369890329012961
mentions_full_cohort,0.9448818897637795,0.3657973448076822
mentions_full_cohort,0.952755905511811,0.3992758566406045
mentions_full_cohort,0.9606299212598425,0.4395760088156583
mentions_full_cohort,0.968503937007874,0.4804009025554914
mentions_full_cohort,0.9763779527559056,0.5274702209161988
mentions_full_cohort,0.984251968503937,0.633992758566406
mentions_full_cohort,0.9921259842519685,0.758356509419111
mentions_full_cohort,1.0,1.0
mentions_named_only,0.0,0.0
mentions_named_only,0.015151515151515152,5.247415647793462e-05
mentions_named_only,0.030303030303030304,0.00010494831295586924
mentions_named_only,0.045454545454545456,0.00015742246943380384
mentions_named_only,0.06060606060606061,0.00020989662591173848
mentions_named_only,0.07575757575757576,0.00026237078238967306
mentions_named_only,0.09090909090909091,0.00036731909534554235
mentions_named_only,0.10606060606060606,0.00047226740830141157
mentions_named_only,0.12121212121212122,0.0005772157212572807
mentions_named_only,0.13636363636363635,0.0007871123471690193
mentions_named_only,0.15151515151515152,0.0009970089730807576
mentions_named_only,0.16666666666666666,0.0014168022249042348
mentions_named_only,0.18181818181818182,0.0018365954767277117
mentions_named_only,0.19696969696969696,0.002308862885029123
mentions_named_only,0.21212121212121213,0.0028336044498084695
mentions_named_only,0.22727272727272727,0.0034108201710657503
mentions_named_only,0.24242424242424243,0.004040510048800966
mentions_named_only,0.25757575757575757,0.004722674083014115
mentions_named_only,0.2727272727272727,0.005457312273705201
mentions_named_only,0.2878787878787879,0.006244424620874219
mentions_named_only,0.30303030303030304,0.007084011124521173
mentions_named_only,0.3181818181818182,0.008343390879991605
mentions_named_only,0.3333333333333333,0.009602770635462035
mentions_named_only,0.3484848484848485,0.01101957286036627
mentions_named_only,0.36363636363636365,0.012593797554704309
mentions_named_only,0.3787878787878788,0.014377918874954085
mentions_named_only,0.3939393939393939,0.016266988508159733
mentions_named_only,0.4090909090909091,0.018943170488534396
mentions_named_only,0.42424242424242425,0.021724300781864932
mentions_named_only,0.4393939393939394,0.02524006926588655
mentions_named_only,0.45454545454545453,0.029018208532297845
mentions_named_only,0.4696969696969697,0.03321614105053261
mentions_named_only,0.48484848484848486,0.03746654772524532
mentions_named_only,0.5,0.04187437686939183
mentions_named_only,0.5151515151515151,0.04675447342183974
mentions_named_only,0.5303030303030303,0.05163456997428766
mentions_named_only,0.5454545454545454,0.056619614839691454
mentions_named_only,0.5606060606060606,0.06207692711339665
mentions_named_only,0.5757575757575758,0.06842630004722675
mentions_named_only,0.5909090909090909,0.07482814713753476
mentions_named_only,0.6060606060606061,0.08122999422784279
mentions_named_only,0.6212121212121212,0.08841895366531984
mentions_named_only,0.6363636363636364,0.09571286141575275
mentions_named_only,0.6515151515151515,0.10479089048643543
mentions_named_only,0.6666666666666666,0.11455108359133127
mentions_named_only,0.6818181818181818,0.12436375085270504
mentions_named_only,0.696969696969697,0.13669517762501968
mentions_named_only,0.7121212121212122,0.14949887180563573
mentions_named_only,0.7272727272727273,0.16240751429920763
mentions_named_only,0.7424242424242424,0.17557852757516923
mentions_named_only,0.7575757575757576,0.18927428241591016
mentions_named_only,0.7727272727272727,0.2032848821955187
mentions_named_only,0.7878787878787878,0.2191845516083329
mentions_named_only,0.803030303030303,0.2360287558377499
mentions_named_only,0.8181818181818182,0.2531353308495566
