engine,n_all,rate_all_pct,ci_lo_all,ci_hi_all,n_complete,rate_complete_pct,ci_lo_complete,ci_hi_complete,delta_pp
ChatGPT,15168,17.167721518987342,16.575930224303885,17.776138856872826,13824,17.17303240740741,16.553477261069393,17.81082661796824,0.005310888420066107
Claude,15034,25.748303844618864,25.055623363490703,26.453374653490275,13759,25.677738207718587,24.954648331314182,26.41440565346152,-0.07056563690027673
Gemini,15355,1.8560729404102898,1.6543240708920492,2.081904734901976,13819,1.830812649251031,1.6203081786756242,2.0680901896305666,-0.025260291159258763
Perplexity,7741,52.03462085001937,50.920978148061046,53.14624519892228,6912,51.736111111111114,50.55744923203063,52.91284431690399,-0.29850973890825827
Groq,14208,8.51632882882883,8.068501866644082,8.986581852407099,12864,8.550995024875622,8.080048124150467,9.046689610949597,0.03466619604679266
Grok,1118,29.60644007155635,27.00394165146284,32.348603539783895,542,30.81180811808118,27.07112139038229,34.82257564586156,1.205368046524832
